Arquivo de Áudio,Transcrição
audio_11392.wav,aos direitos humanos se a gente vê nos Estados Unidos
audio_11393.wav,minha mãe vai gostar de usar depois agora
audio_11394.wav,apenas no curto prazo
audio_11395.wav,grande movimento de massa é chamado direta já né a gente
audio_11396.wav,vai ter congelamento
audio_11397.wav,os 12 aí eu falei que ele
audio_11398.wav,era
audio_11399.wav,e Nós lembramos
audio_114.wav,terceira hipó
audio_1140.wav,seja uma mulher
audio_11400.wav,se matar uns 30.000 se vão morrer alguns inocentes tudo bem isso
audio_11401.wav,Sem dúvida do ponto de vista de baixo São José Descobriu alguma coisa de positivo
audio_11402.wav,deputado
audio_11403.wav,geração então só leitura Meiji no Japão
audio_11404.wav,parte do suplemento Nacional do partido Tá mas o dado concreto
audio_11405.wav,reflexão muito profunda e o próximo governo terá essa responsabilidade
audio_11406.wav,uns
audio_11407.wav,ela colocou aqui que vai
audio_11408.wav,naquela ocasião pela desgraça
audio_11409.wav,o comitê interamericano que é composto por juristas
audio_1141.wav,milhões de
audio_11410.wav,que deformam a personalidade de informação dos seus filhos
audio_11411.wav,Vitinho admirava no exterior
audio_11412.wav,povo poderia copiar um modelo de qualquer outro país não tem como né então
audio_11413.wav,acontece eu deixei acontecer você tá tratando com gente com o fu
audio_11414.wav,e ele saía da morte quando eu chamava os médicos
audio_11415.wav,por
audio_11416.wav,são são redes de relações pessoais e de
audio_11417.wav,e que a articulação política do governo Lula terá a
audio_11418.wav,esses que você
audio_11419.wav,nas pesquisas eleitorais e podia voltar a ser presidente do Brasil
audio_1142.wav,é bom dizer para você eu vou dizer uma
audio_11420.wav,e a imagem das ruas não é
audio_11421.wav,quantos anos o senhor candidato a presidente da república e o senhor disse algumas coisas como
audio_11422.wav,[Erro] Não foi possível transcrever o áudio
audio_11423.wav,preço do decreto-lei eu queria que você me traça
audio_11425.wav,candidato majoritário eu tinha inclusive os mesmos direitos de aparecer na televisão que
audio_11426.wav,Colossenses Miss amigos
audio_11427.wav,parecia que você favorece
audio_11428.wav,Yakult vão sobreviver sem o imposto sindical veja aí eu penso
audio_11429.wav,[Erro] Não foi possível transcrever o áudio
audio_1143.wav,[Erro] Não foi possível transcrever o áudio
audio_11430.wav,[Erro] Não foi possível transcrever o áudio
audio_11431.wav,isso pressupõe a entrada numa Seara específica de atividade cognitiva Não tô dizendo
audio_11432.wav,desculpa Felipe eu não tô falando por brincadeira nenhuma eu tô falando
audio_11433.wav,lançamento eleitoral no Brasil não foi o PT Foi o Aécio Neves
audio_11434.wav,tá dando no meu coração e não come a razão mesmo sendo adaptada federal mais votada da história do Rio Grande
audio_11435.wav,Kelly ela chamou uma colega para ajudar
audio_11436.wav,nunca mais a gente só vai na confusão
audio_11437.wav,exemplo do ponto de vista de atividade
audio_11438.wav,não era só para dar uma ajuda mas todos os
audio_11439.wav,os governantes que não vê isso
audio_1144.wav,é desse jeito
audio_11440.wav,eu aposto que o Brasil vol
audio_11441.wav,problema não precisava ter
audio_11442.wav,que somente assim
audio_11443.wav,e abriu a
audio_11444.wav,o senhor
audio_11445.wav,qual seria a solução
audio_11447.wav,[Erro] Não foi possível transcrever o áudio
audio_11448.wav,Brumado vão destruir seus arquivos
audio_11449.wav,é exatamente o Brasil não precisa disso soberania alimentar
audio_1145.wav,também foi assim Minas Gerais
audio_11450.wav,Live de atuação no Congresso Nacional primeiro nós vamos
audio_11451.wav,é no dia de cada vez na realidade era ela que ela grava
audio_11452.wav,bolsonaro sendo que o bolsonaro por tá
audio_11453.wav,desenho de começou não pode fazer isso não vai
audio_11454.wav,na Folha de São Paulo que não sei se você leu onde
audio_11455.wav,silencioso ele é delicado é diferente do pai
audio_11456.wav,relação desse programa gente foi no programa fez até hoje eu nunca
audio_11458.wav,comerciante e
audio_11459.wav,levou ele o Cambota e eu chegar lá e aí eu eu des
audio_1146.wav,[Erro] Não foi possível transcrever o áudio
audio_11460.wav,econômicas que estão no plano de governo do
audio_11461.wav,[Erro] Não foi possível transcrever o áudio
audio_11462.wav,o teto de Governador só aqui em São Paulo
audio_11463.wav,a corrupção do orçamento secreto ela está
audio_11464.wav,gay ele tava com coração aquela batida
audio_11465.wav,[Erro] Não foi possível transcrever o áudio
audio_11466.wav,a forma como o PT de maneira
audio_11467.wav,Ed
audio_11468.wav,ele tava na
audio_1147.wav,botei na sua opinião em comum que o Presidente Americano e no que que o senhor difere
audio_11470.wav,você esteja ali comandando São Paulo e não possa
audio_11471.wav,a gente no terceiro dia vendo aquilo lá
audio_11472.wav,nós não temos pesquisa no Brasil coisa rara
audio_11473.wav,mulher sendo responsáveis por essa etapa do ensino é garantir que as crianças
audio_11474.wav,do meu avô e da minha avó que foram
audio_11475.wav,não não fecha né porque se você tá compensando aumento de Imposto de um lado com corte
audio_11476.wav,na família minha mãe também cantava ele cantava em circo meu pai e minha mãe
audio_11477.wav,das periferias tem é um público que vai no açougue
audio_11478.wav,grade de votação eu às vezes até utilizava até
audio_11479.wav,o que eles falam
audio_1148.wav,enorme a Kelly fazia assim
audio_11480.wav,gente fina
audio_11481.wav,[Erro] Não foi possível transcrever o áudio
audio_11482.wav,a gente tem que pegar números
audio_11483.wav,seu real motivo por ter saído da
audio_11485.wav,fui para Polícia Federal cedo com os meus documentos que eu tinha tinha metado os documentos
audio_11486.wav,eu tenho
audio_11487.wav,uma mulher numa ilha separada
audio_11488.wav,objeto e fazer pressão em cima
audio_11489.wav,ele foi bastante aplaudido pelos jovens a minha pergunta é a seguinte qual
audio_1149.wav,Você acha que a
audio_11490.wav,dos campos de concentração pelo exército vermelho que acharam que eles eram Esperança
audio_11491.wav,nós tivemos um Bom desempenho
audio_11492.wav,existe um circuito sua lei Oba assistir só e depois vai jantar no
audio_11493.wav,[Erro] Não foi possível transcrever o áudio
audio_11494.wav,em nenhum momento você
audio_11495.wav,você dizia que tudo que se levantar todo problema que
audio_11496.wav,agora hoje ou ontem
audio_11497.wav,deputado federal constituinte para
audio_11498.wav,é muito
audio_11499.wav,uma parte dessa turma Bela quem que o diálogo é
audio_115.wav,Dércio Garcia Munhoz
audio_1150.wav,[Erro] Não foi possível transcrever o áudio
audio_11500.wav,tem que ter uma carga tributária
audio_11502.wav,[Erro] Não foi possível transcrever o áudio
audio_11503.wav,imediatamente
audio_11504.wav,PC do bem inclusive
audio_11506.wav,e quem
audio_11507.wav,generalizar representaria extinção da espécie
audio_11508.wav,mais da metade dos meus votos
audio_11509.wav,estavam mais o PT já se anteciparam e foram para o Tarcísio no primeiro turno os
audio_1151.wav,Waze quebrar no dia da eleição
audio_11510.wav,se meu filho no hospital ele falou tem muita gente
audio_11511.wav,nossos direitos com direitos dos trabalhadores
audio_11512.wav,eu afastei o telefone
audio_11513.wav,lógico sem passar por
audio_11514.wav,novamente
audio_11515.wav,atualização desregulamentação
audio_11516.wav,que pesa para o eleitor
audio_11517.wav,eu fui lá
audio_11518.wav,por gentileza que o seu modelo
audio_11519.wav,6 meses atrás tem um dito isso para todos os companheiros
audio_1152.wav,experimentar um amor de mãe quem é o clamor inco
audio_11520.wav,piedade de saúde tá ok o mandetta de Mato Grosso do Sul
audio_11521.wav,[Erro] Não foi possível transcrever o áudio
audio_11522.wav,o
audio_11523.wav,eu quero
audio_11526.wav,[Erro] Não foi possível transcrever o áudio
audio_11527.wav,apresentar na elaboração da
audio_11528.wav,[Erro] Não foi possível transcrever o áudio
audio_11529.wav,[Erro] Não foi possível transcrever o áudio
audio_1153.wav,você ganha os reais de salário
audio_11531.wav,tá a corrupção porque
audio_11532.wav,Eduardo o próprio salário
audio_11533.wav,tempo agora esse Arquivo Morto deles é que a gente nunca conseguiu
audio_11534.wav,polenta e mais difícil
audio_11535.wav,a palavra se a palavra
audio_11536.wav,[Erro] Não foi possível transcrever o áudio
audio_11537.wav,crianças não têm
audio_11538.wav,um
audio_11539.wav,pois esse amor quem me ensinou naquele momento
audio_1154.wav,Murilo Macedo foi inclusive em todas as agências de banco de São Bernardo do
audio_11540.wav,eu pessoalmente sinto isso assim eu sempre
audio_11541.wav,descartar a possibilidade de existir uma gre
audio_11542.wav,não deveria enfim ter
audio_11543.wav,[Erro] Não foi possível transcrever o áudio
audio_11544.wav,de validade esse teu venceu semana
audio_11545.wav,ódio nas redes você sente
audio_11546.wav,outro lado como não um adversário legítimo mas um inimigo que quer um mal do Brasil
audio_11549.wav,não você
audio_1155.wav,foi dando um ei
audio_11550.wav,candidato meio que diz para apresentar vacina eu vou lembrar
audio_11551.wav,sobretudo no primeiro debate se eu não me engano da Bandeirantes não é para
audio_11552.wav,diferença de naturalização das Mortes da pandemia e
audio_11553.wav,não consegui achar esse estudo
audio_11554.wav,tudo isso que você falou porque
audio_11555.wav,que o movimento sindical tivesse um
audio_11556.wav,ela é guardada ela
audio_11557.wav,[Erro] Não foi possível transcrever o áudio
audio_11558.wav,militar de 64
audio_11559.wav,últimas técnicas com os mesmos métodos
audio_1156.wav,Eis que no meio
audio_11560.wav,bloco Manuela a gente precisa fazer mais um intervalo
audio_11561.wav,Ari muito
audio_11562.wav,não interessa onde vai ficar essa essa
audio_11563.wav,montaria o devido apoio nas urnas
audio_11564.wav,e acho que assim a gente pode entrar na sessão uma mensagem para ele se você
audio_11565.wav,e eu tenho
audio_11566.wav,sociais e isso
audio_11567.wav,[Erro] Não foi possível transcrever o áudio
audio_11568.wav,e levar o Inclusive a sua arma
audio_11569.wav,os resultados com humildade eu lhe pergunto
audio_11570.wav,e Conce
audio_11571.wav,[Erro] Não foi possível transcrever o áudio
audio_11572.wav,quer
audio_11573.wav,[Erro] Não foi possível transcrever o áudio
audio_11574.wav,o senhor está autorizado a interrogar
audio_11575.wav,mortes por ano violenta com 50 mil mulheres estupradas é
audio_11576.wav,Ricardo acho que essa é uma discussão que
audio_11577.wav,para Magalhães colunista do jornal
audio_11578.wav,câmera na primeira discussão e depois abrir o mal dizendo
audio_11579.wav,em 2010 a folha de São Paulo quis pegar
audio_1158.wav,a receita do ano uma projeção foi
audio_11580.wav,1% mais
audio_11581.wav,60 vezes a transposição do São Francisco tu foi condenado
audio_11582.wav,quer dizer sobre os liberais eles são interlocutores por um diálogo
audio_11583.wav,Sérgio Machado com quem eu já tinha feito
audio_11584.wav,flor e deputado Carlos
audio_11585.wav,renomados de vários países que compõem chegou
audio_11586.wav,podem discutir Neto
audio_11587.wav,aí eu comi tudo eu falei nossa
audio_11588.wav,jornalistas é o jornalistas da roda é
audio_11589.wav,Qual a passagem na mão ela falou assim você tem outro passaporte
audio_1159.wav,[Erro] Não foi possível transcrever o áudio
audio_11590.wav,uma reportagem feita pela televisão Globo
audio_11591.wav,tipo de mecanismo de controle dos meios de comunicação vamos lá
audio_11592.wav,social em si seja isso
audio_11593.wav,internet se alguém não sabe falar
audio_11594.wav,[Erro] Não foi possível transcrever o áudio
audio_11595.wav,agora daí a tirar uma conclusão
audio_11596.wav,nunca foi criado um instrumento para que os
audio_11597.wav,[Erro] Não foi possível transcrever o áudio
audio_11598.wav,Leonardo
audio_11599.wav,uma ligou de alho negro
audio_116.wav,dela que não dela né
audio_1160.wav,[Erro] Não foi possível transcrever o áudio
audio_11601.wav,Ele ameaçou
audio_11602.wav,social chamado poder e
audio_11603.wav,a gente chegar em
audio_11604.wav,o bolsonaro estourou mais em cidades mais
audio_11605.wav,escorado
audio_11606.wav,é mesmo
audio_11607.wav,para ela sobre os outros países e construir saídas pacíficas para a região
audio_11608.wav,Machado nome comum no Google e
audio_11609.wav,O que é humanamente impossível os grupos econômicos
audio_11610.wav,de Mandato Qual foi a pior
audio_11613.wav,do ex-presidente para se calar Qual é a posição
audio_11614.wav,suplementação dia primeiro de junho na folha saiu que Cuba
audio_11615.wav,ideias diferentes
audio_11616.wav,depois a gente vai falar um pouquinho
audio_11617.wav,e
audio_11618.wav,tudo o Brasil agora
